0.575;0.015;-8.895;1.413;1.412;0.661
0.580;0.415;-8.548;1.207;1.417;0.666
0.585;0.196;-8.449;1.221;1.422;0.671
0.590;0.211;-8.539;1.391;1.427;0.675
0.595;0.297;-8.344;1.199;1.432;0.680
0.600;0.065;-7.867;1.355;1.437;0.685
0.605;0.263;-7.921;1.416;1.442;0.689
0.610;0.133;-7.488;1.341;1.447;0.694
0.615;-0.016;-7.460;1.322;1.451;0.698
0.620;0.229;-7.283;0.916;1.456;0.703
0.625;0.236;-7.256;1.021;1.461;0.707
0.630;0.042;-6.826;0.970;1.466;0.712
0.635;0.414;-6.911;1.255;1.471;0.716
0.640;0.140;-6.638;1.254;1.475;0.720
0.645;0.427;-6.392;1.579;1.480;0.725
0.650;0.057;-5.956;1.261;1.485;0.729
0.655;0.202;-6.012;1.325;1.489;0.733
0.660;0.267;-6.072;1.761;1.494;0.738
0.665;0.688;-6.001;1.557;1.499;0.742
0.670;0.236;-5.601;1.569;1.503;0.746
0.675;0.291;-5.430;1.425;1.508;0.750
0.680;0.139;-4.916;1.314;1.512;0.754
0.685;0.254;-5.240;1.675;1.517;0.758
0.690;0.202;-4.603;1.396;1.521;0.762
0.695;0.131;-4.479;1.693;1.525;0.766
0.700;0.152;-4.231;1.378;1.530;0.771
0.705;0.400;-4.183;1.355;1.534;0.775
0.710;0.430;-3.851;1.434;1.538;0.778
0.715;0.422;-3.681;1.111;1.543;0.782
0.720;0.124;-3.114;1.295;1.547;0.786
0.725;0.498;-3.375;1.467;1.551;0.790
0.730;0.422;-2.902;1.268;1.555;0.794
0.735;0.061;-2.774;1.168;1.559;0.798
0.740;0.379;-2.430;1.109;1.563;0.802
0.745;0.074;-2.086;1.258;1.568;0.805
0.750;0.356;-2.116;1.309;1.572;0.809
0.755;0.605;-2.353;1.354;1.576;0.813
0.760;0.270;-1.700;1.437;1.580;0.816
0.765;0.323;-1.189;1.002;1.583;0.820
0.770;0.319;-1.285;1.442;1.587;0.824
0.775;0.026;-0.953;1.335;1.591;0.827
0.780;-0.039;-0.316;1.127;1.595;0.831
0.785;0.366;-0.200;1.301;1.599;0.834
0.790;0.334;-0.077;1.453;1.602;0.838
0.795;0.272;0.247;1.071;1.606;0.841
0.800;0.253;0.488;1.335;1.610;0.844
0.805;0.370;1.026;0.940;1.613;0.848
0.810;0.762;0.787;1.370;1.617;0.851
0.815;0.344;0.971;1.251;1.621;0.854
0.820;0.332;1.392;1.382;1.624;0.858
0.825;0.575;1.709;1.229;1.628;0.861
0.830;0.509;1.956;1.432;1.631;0.864
0.835;0.290;2.270;0.905;1.634;0.867
0.840;0.287;2.554;1.067;1.638;0.870
0.845;0.403;2.641;1.282;1.641;0.873
0.850;0.357;2.949;1.549;1.644;0.876
0.855;0.357;3.389;1.310;1.648;0.879
0.860;0.506;3.233;1.378;1.651;0.882
0.865;0.283;3.856;1.373;1.654;0.885
0.870;0.274;3.851;1.645;1.657;0.888
0.875;0.071;4.551;1.546;1.660;0.891
0.880;0.119;4.621;1.221;1.663;0.894
0.885;0.350;4.994;1.192;1.667;0.897
0.890;0.715;4.857;1.377;1.670;0.899
0.895;0.353;5.814;1.410;1.672;0.902
0.900;0.355;5.823;1.243;1.675;0.905
0.905;0.650;5.917;1.470;1.678;0.907
0.910;0.103;6.316;1.490;1.681;0.910
0.915;0.225;7.063;1.243;1.684;0.913
0.920;0.618;7.173;1.345;1.687;0.915
0.925;0.523;7.145;1.452;1.689;0.918
0.930;0.407;7.619;1.185;1.692;0.920
0.935;0.780;7.996;1.108;1.695;0.923
0.940;0.423;8.073;1.461;1.697;0.925
0.945;0.590;8.260;1.111;1.700;0.927
0.950;0.453;8.641;1.226;1.702;0.930
0.955;0.500;8.989;1.446;1.705;0.932
0.960;0.325;9.646;1.217;1.707;0.934
0.965;0.758;9.256;1.597;1.710;0.937
0.970;0.292;9.881;1.308;1.712;0.939
0.975;0.218;10.467;1.531;1.714;0.941
0.980;0.201;10.633;1.130;1.717;0.943
0.985;0.545;10.633;1.337;1.719;0.945
0.990;0.208;10.633;1.402;1.721;0.947
0.995;0.277;10.633;1.282;1.723;0.949
1.000;0.737;10.633;1.239;1.725;0.951
1.005;-0.033;10.633;1.273;1.728;0.953
1.010;0.365;10.633;1.047;1.730;0.955
1.015;0.672;10.633;1.464;1.732;0.957
1.020;0.467;10.633;1.273;1.734;0.959
1.025;0.440;10.633;1.328;1.735;0.960
1.030;0.770;0.772;1.507;1.737;0.962
1.035;0.435;-10.622;1.337;1.739;0.964
1.040;0.452;-10.622;1.529;1.741;0.965
1.045;0.457;-10.622;1.214;1.743;0.967
1.050;0.696;-10.622;1.387;1.744;0.969
1.055;0.182;-10.622;1.188;1.746;0.970
1.060;0.477;-10.622;1.301;1.748;0.972
1.065;0.433;-10.622;1.181;1.749;0.973
1.070;0.272;-10.622;1.337;1.751;0.975
1.075;0.440;-10.622;1.352;1.752;0.976
1.080;0.429;-10.622;1.174;1.754;0.977
1.085;0.629;-10.622;1.487;1.755;0.979
1.090;0.603;-10.622;1.116;1.757;0.980
1.095;0.383;-10.622;1.288;1.758;0.981
1.100;0.694;-10.622;0.968;1.759;0.982
1.105;0.806;-10.622;1.556;1.761;0.983
1.110;0.350;-10.166;1.331;1.762;0.985
1.115;0.451;-9.826;1.399;1.763;0.986
1.120;0.435;-9.885;1.693;1.764;0.987
1.125;0.199;-8.467;1.040;1.765;0.988
1.130;0.751;-8.901;1.359;1.766;0.989
1.135;0.475;-8.377;1.187;1.767;0.990
1.140;0.773;-8.179;1.392;1.768;0.990
1.145;0.319;-7.114;1.160;1.769;0.991
1.150;0.606;-7.155;1.140;1.770;0.992
1.155;0.693;-6.845;1.567;1.771;0.993
1.160;0.348;-6.472;1.601;1.772;0.994
1.165;0.530;-5.879;1.237;1.772;0.994
1.170;0.732;-5.948;1.462;1.773;0.995
1.175;0.556;-5.532;1.152;1.774;0.996
1.180;0.406;-4.714;1.381;1.774;0.996
1.185;0.812;-4.233;1.130;1.775;0.997
1.190;0.677;-4.090;1.302;1.775;0.997
1.195;0.434;-3.000;1.391;1.776;0.998
1.200;0.270;-2.887;1.047;1.776;0.998
1.205;0.638;-2.720;1.224;1.777;0.998
1.210;0.447;-1.829;1.194;1.777;0.999
1.215;0.569;-1.513;0.794;1.777;0.999
1.220;0.894;-1.405;1.195;1.778;0.999
1.225;0.554;-1.044;1.264;1.778;1.000
1.230;0.317;-0.468;1.171;1.778;1.000
1.235;0.624;-0.060;1.257;1.778;1.000
1.240;0.730;0.680;1.380;1.778;1.000
1.245;0.428;1.209;1.134;1.778;1.000
1.250;0.794;1.454;1.162;1.778;1.000
1.255;0.955;1.802;0.993;1.778;1.000
1.260;0.580;2.111;1.539;1.778;1.000
1.265;0.656;2.994;1.370;1.778;1.000
1.270;0.771;2.848;1.306;1.778;1.000
1.275;0.730;3.632;1.194;1.778;1.000
1.280;0.247;4.285;1.086;1.778;0.999
1.285;0.759;4.391;1.260;1.777;0.999
1.290;0.667;5.004;1.303;1.777;0.999
1.295;0.573;5.788;1.368;1.777;0.998
1.300;0.558;5.986;1.197;1.776;0.998
1.305;0.282;6.363;1.415;1.776;0.998
1.310;0.565;6.771;1.172;1.775;0.997
1.315;0.622;7.168;1.287;1.775;0.997
1.320;0.699;7.650;1.194;1.774;0.996
1.325;0.576;8.175;1.248;1.774;0.996
1.330;0.684;8.581;1.320;1.773;0.995
1.335;0.736;9.026;1.507;1.772;0.994
1.340;0.630;9.704;1.025;1.772;0.994
1.345;0.885;9.982;1.101;1.771;0.993
1.350;0.545;10.287;1.043;1.770;0.992
1.355;0.746;10.633;0.875;1.769;0.991
1.360;0.867;10.633;1.224;1.768;0.990
1.365;0.698;10.633;1.341;1.767;0.990
1.370;0.722;10.633;0.945;1.766;0.989
1.375;0.899;10.633;1.485;1.765;0.988
1.380;0.475;10.633;1.124;1.764;0.987
1.385;0.597;10.633;1.217;1.763;0.986
1.390;0.841;-9.832;1.057;1.762;0.985
1.395;0.301;-10.622;1.254;1.761;0.983
1.400;0.643;-10.622;1.274;1.759;0.982
1.405;0.641;-10.622;0.607;1.758;0.981
1.410;0.739;-10.622;0.961;1.757;0.980
1.415;0.895;-10.622;1.333;1.755;0.979
1.420;0.418;-10.622;0.893;1.754;0.977
1.425;0.637;-10.622;1.127;1.752;0.976
1.430;0.727;-10.622;1.261;1.751;0.975
1.435;0.205;-10.622;1.157;1.749;0.973
1.440;0.886;-10.622;1.243;1.748;0.972
1.445;0.778;-10.354;0.874;1.746;0.970
1.450;0.806;-10.348;1.119;1.744;0.969
1.455;0.903;-9.782;1.135;1.743;0.967
1.460;0.773;-9.014;1.034;1.741;0.965
1.465;1.025;-9.050;1.375;1.739;0.964
1.470;0.598;-8.000;0.878;1.737;0.962
1.475;0.769;-7.221;0.986;1.735;0.960
1.480;0.632;-6.862;1.066;1.734;0.959
1.485;0.677;-6.510;0.926;1.732;0.957
1.490;0.814;-5.812;0.973;1.730;0.955
1.495;0.510;-5.070;1.018;1.728;0.953
1.500;0.622;-4.687;0.650;1.725;0.951
1.505;0.784;-4.497;1.029;1.723;0.949
1.510;0.604;-3.850;1.253;1.721;0.947
1.515;0.813;-3.452;0.923;1.719;0.945
1.520;0.619;-2.722;1.058;1.717;0.943
1.525;0.638;-1.999;1.023;1.714;0.941
1.530;0.600;-1.681;1.038;1.712;0.939
1.535;0.719;-1.001;0.987;1.710;0.937
1.540;0.737;-0.677;1.284;1.707;0.934
1.545;0.804;-0.129;0.599;1.705;0.932
1.550;0.388;0.476;0.821;1.702;0.930
1.555;0.694;0.895;1.042;1.700;0.927
1.560;0.658;1.744;0.912;1.697;0.925
1.565;0.798;1.861;1.350;1.695;0.923
1.570;0.648;2.759;0.520;1.692;0.920
1.575;0.657;3.196;1.016;1.689;0.918
1.580;0.756;4.017;0.725;1.687;0.915
1.585;0.466;4.242;0.964;1.684;0.913
1.590;0.779;4.902;0.581;1.681;0.910
1.595;0.525;5.376;0.821;1.678;0.907
1.600;0.593;6.141;0.762;1.675;0.905
1.605;1.075;6.162;0.647;1.672;0.902
1.610;0.787;7.104;0.824;1.670;0.899
1.615;1.087;7.259;0.994;1.667;0.897
1.620;0.749;8.281;0.993;1.663;0.894
1.625;0.975;8.261;0.874;1.660;0.891
1.630;0.629;8.816;1.049;1.657;0.888
1.635;1.189;9.310;0.949;1.654;0.885
1.640;0.696;10.097;0.968;1.651;0.882
1.645;0.927;10.581;0.845;1.648;0.879
1.650;1.052;10.633;0.807;1.644;0.876
1.655;0.708;10.633;0.553;1.641;0.873
1.660;0.684;10.633;0.664;1.638;0.870
1.665;0.579;10.633;0.740;1.634;0.867
1.670;0.747;10.633;0.543;1.631;0.864
1.675;0.690;10.633;0.509;1.628;0.861
1.680;0.711;-10.622;0.702;1.624;0.858
1.685;0.750;-10.622;0.723;1.621;0.854
1.690;0.669;-10.622;0.539;1.617;0.851
1.695;0.775;-10.622;0.861;1.613;0.848
1.700;0.715;-10.622;0.775;1.610;0.844
1.705;0.816;-10.622;0.742;1.606;0.841
1.710;0.911;-10.622;0.779;1.602;0.838
1.715;0.799;-10.622;1.048;1.599;0.834
1.720;0.785;-10.622;0.705;1.595;0.831
1.725;0.864;-10.622;1.008;1.591;0.827
1.730;0.868;-10.192;0.733;1.587;0.824
1.735;0.559;-9.878;0.898;1.583;0.820
1.740;0.703;-9.016;0.914;1.580;0.816
1.745;0.932;-8.925;0.937;1.576;0.813
1.750;0.544;-7.977;0.610;1.572;0.809
1.755;0.793;-7.485;0.829;1.568;0.805
1.760;0.714;-6.673;0.827;1.563;0.802
1.765;1.013;-6.569;0.823;1.559;0.798
1.770;0.705;-5.608;0.750;1.555;0.794
1.775;0.697;-4.990;0.620;1.551;0.790
1.780;0.385;-4.142;0.794;1.547;0.786
1.785;0.525;-3.962;0.892;1.543;0.782
1.790;0.975;-3.380;0.945;1.538;0.778
1.795;0.688;-2.783;0.997;1.534;0.775
1.800;0.643;-2.313;0.777;1.530;0.771
1.805;0.818;-1.712;0.802;1.525;0.766
1.810;0.776;-0.965;0.857;1.521;0.762
1.815;0.876;-0.764;0.736;1.517;0.758
1.820;0.619;0.373;0.817;1.512;0.754
1.825;0.697;0.764;0.698;1.508;0.750
1.830;0.805;1.252;0.755;1.503;0.746
1.835;0.807;1.852;0.591;1.499;0.742
1.840;0.735;2.625;0.900;1.494;0.738
1.845;0.429;3.045;0.579;1.489;0.733
1.850;0.789;3.444;0.658;1.485;0.729
1.855;0.789;4.023;0.759;1.480;0.725
1.860;0.770;4.803;0.463;1.475;0.720
1.865;0.804;5.299;0.873;1.471;0.716
1.870;0.771;5.858;0.969;1.466;0.712
1.875;0.848;6.681;0.624;1.461;0.707
1.880;1.019;6.761;0.700;1.456;0.703
1.885;0.819;7.468;0.850;1.451;0.698
1.890;0.706;8.119;0.858;1.447;0.694
1.895;1.031;8.302;0.785;1.442;0.689
1.900;0.890;9.135;0.731;1.437;0.685
1.905;0.653;9.735;0.881;1.432;0.680
1.910;0.414;10.264;0.777;1.427;0.675
1.915;0.646;10.633;0.849;1.422;0.671
1.920;0.701;10.633;0.641;1.417;0.666
1.925;0.573;10.633;1.207;1.412;0.661
1.930;0.715;10.633;0.583;1.406;0.657
1.935;0.751;10.633;0.608;1.401;0.652
1.940;0.621;10.633;0.671;1.396;0.647
1.945;0.506;-10.622;0.612;1.391;0.642
1.950;0.668;-10.622;0.896;1.386;0.637
1.955;0.763;-10.622;0.712;1.380;0.633
1.960;0.749;-10.622;0.403;1.375;0.628
1.965;0.694;-10.622;0.613;1.370;0.623
1.970;0.921;-10.622;0.385;1.364;0.618
1.975;0.656;-10.622;0.734;1.359;0.613
1.980;0.750;-10.622;0.688;1.354;0.608
1.985;0.541;-10.622;1.080;1.348;0.603
1.990;0.738;-10.622;0.622;1.343;0.598
1.995;0.701;-10.272;0.759;1.337;0.593
2.000;0.927;-10.107;0.895;1.332;0.588
2.005;0.866;-9.487;0.727;1.326;0.583
2.010;0.693;-8.658;0.757;1.321;0.578
2.015;0.689;-7.861;0.762;1.315;0.572
2.020;0.786;-7.490;0.626;1.310;0.567
2.025;0.563;-7.005;0.703;1.304;0.562
2.030;0.839;-6.298;0.934;1.298;0.557
2.035;0.987;-5.741;0.700;1.293;0.552
2.040;0.894;-5.277;0.823;1.287;0.546
2.045;0.656;-4.542;0.552;1.281;0.541
2.050;0.520;-3.671;0.689;1.276;0.536
2.055;0.785;-3.363;0.831;1.270;0.531
2.060;0.767;-2.817;0.655;1.264;0.525
2.065;0.613;-2.307;0.796;1.258;0.520
2.070;0.741;-1.893;0.617;1.252;0.514
2.075;0.629;-1.302;0.916;1.247;0.509
2.080;0.724;-0.474;0.749;1.241;0.504
2.085;0.751;-0.029;0.728;1.235;0.498
2.090;0.814;0.416;0.757;1.229;0.493
2.095;0.956;1.015;0.879;1.223;0.487
2.100;0.742;1.654;0.639;1.217;0.482
2.105;0.801;1.992;0.909;1.211;0.476
2.110;0.797;2.711;0.695;1.205;0.471
2.115;0.785;3.415;0.616;1.199;0.465
2.120;0.827;4.248;0.303;1.193;0.460
2.125;1.176;4.203;0.657;1.187;0.454
2.130;0.773;4.993;0.682;1.181;0.448
2.135;0.800;5.482;0.617;1.175;0.443
2.140;0.911;6.138;0.607;1.169;0.437
2.145;1.061;6.478;0.645;1.162;0.431
2.150;0.594;7.203;0.812;1.156;0.426
2.155;0.561;8.048;0.432;1.150;0.420
2.160;0.654;8.499;0.468;1.144;0.414
2.165;0.825;8.993;0.456;1.138;0.409
2.170;0.698;9.487;0.537;1.132;0.403
2.175;0.946;9.704;0.628;1.125;0.397
2.180;0.892;10.264;0.503;1.119;0.391
2.185;0.995;10.633;0.575;1.113;0.386
2.190;0.600;10.633;0.695;1.106;0.380
2.195;0.701;10.633;0.766;1.100;0.374
2.200;0.777;10.633;0.686;1.094;0.368
2.205;0.681;10.633;0.737;1.088;0.362
2.210;0.705;10.633;0.657;1.081;0.356
2.215;0.459;-7.603;0.493;1.075;0.351
2.220;0.667;-10.622;0.359;1.068;0.345
2.225;0.775;-10.622;0.458;1.062;0.339
2.230;0.842;-10.622;0.566;1.056;0.333
2.235;0.548;-10.622;0.378;1.049;0.327
2.240;0.613;-10.622;0.503;1.043;0.321
2.245;0.732;-10.622;0.599;1.036;0.315
2.250;0.817;-10.622;0.716;1.030;0.309
2.255;0.571;-10.622;0.445;1.023;0.303
2.260;0.736;-10.622;0.436;1.017;0.297
2.265;0.678;-10.622;0.248;1.010;0.291
2.270;0.882;-10.240;0.381;1.004;0.285
2.275;0.674;-9.666;0.472;0.997;0.279
2.280;0.674;-8.788;0.329;0.991;0.273
2.285;0.827;-8.506;0.538;0.984;0.267
2.290;0.764;-7.842;0.718;0.978;0.261
2.295;0.605;-7.627;0.304;0.971;0.255
2.300;0.486;-6.876;0.477;0.964;0.249
2.305;0.763;-6.477;0.735;0.958;0.243
2.310;0.881;-5.984;0.802;0.951;0.236
2.315;0.322;-4.986;0.069;0.945;0.230
2.320;0.872;-4.773;0.335;0.938;0.224
2.325;0.775;-4.257;0.356;0.931;0.218
2.330;0.649;-3.848;0.639;0.925;0.212
2.335;0.633;-3.510;0.484;0.918;0.206
2.340;0.820;-2.682;0.355;0.911;0.200
2.345;1.012;-2.667;0.415;0.905;0.194
2.350;0.707;-1.811;0.456;0.898;0.187
2.355;0.887;-1.205;0.397;0.891;0.181
2.360;0.680;-0.815;0.509;0.885;0.175
2.365;0.714;0.131;0.287;0.878;0.169
2.370;0.718;0.438;0.299;0.871;0.163
2.375;0.561;1.042;0.177;0.864;0.156
2.380;0.562;1.402;0.634;0.858;0.150
2.385;0.689;1.889;0.440;0.851;0.144
2.390;0.807;2.246;0.597;0.844;0.138
2.395;0.435;3.056;0.158;0.838;0.132
2.400;0.920;3.394;0.399;0.831;0.125
2.405;0.515;4.144;0.246;0.824;0.119
2.410;0.324;4.729;0.387;0.817;0.113
2.415;0.626;4.888;0.399;0.811;0.107
2.420;0.393;5.364;0.491;0.804;0.100
2.425;0.324;5.968;0.224;0.797;0.094
2.430;0.807;6.179;0.622;0.790;0.088
2.435;0.542;6.893;0.147;0.783;0.082
2.440;0.675;7.235;0.388;0.777;0.075
2.445;0.591;7.834;0.585;0.770;0.069
2.450;0.320;8.184;0.442;0.763;0.063
2.455;0.602;8.722;0.297;0.756;0.057
2.460;0.368;9.180;0.252;0.749;0.050
2.465;0.459;9.584;0.440;0.743;0.044
2.470;0.678;9.868;0.544;0.736;0.038
2.475;0.518;10.550;0.248;0.729;0.031
2.480;0.807;10.633;0.344;0.722;0.025
2.485;0.678;10.633;0.288;0.715;0.019
2.490;0.474;10.633;-0.006;0.709;0.013
2.495;0.690;10.633;0.318;0.702;0.006
2.500;0.794;10.633;0.265;0.695;0.000
2.505;0.756;10.633;0.334;-0.702;-0.006
2.510;0.652;10.633;0.319;-0.709;-0.013
2.515;0.810;-5.506;0.229;-0.715;-0.019
2.520;0.488;-10.622;0.079;-0.722;-0.025
2.525;0.401;-10.622;0.261;-0.729;-0.031
2.530;0.521;-10.622;0.255;-0.736;-0.038
2.535;0.709;-10.622;-0.003;-0.743;-0.044
2.540;0.533;-10.622;0.167;-0.749;-0.050
2.545;0.569;-10.622;0.385;-0.756;-0.057
2.550;0.453;-10.622;0.245;-0.763;-0.063
2.555;0.515;-10.622;0.166;-0.770;-0.069
2.560;0.633;-10.622;0.064;-0.777;-0.075
2.565;0.377;-10.622;0.029;-0.783;-0.082
2.570;0.586;-10.622;0.437;-0.790;-0.088
2.575;0.455;-10.622;0.007;-0.797;-0.094
2.580;0.578;-9.185;-0.023;-0.804;-0.100
2.585;0.377;-10.388;0.013;-0.811;-0.107
2.590;0.546;-10.009;0.085;-0.817;-0.113
2.595;0.414;-9.637;0.210;-0.824;-0.119
2.600;0.358;-9.085;-0.082;-0.831;-0.125
2.605;0.349;-8.978;-0.118;-0.838;-0.132
2.610;0.385;-8.626;-0.077;-0.844;-0.138
2.615;0.658;-8.345;-0.212;-0.851;-0.144
2.620;0.476;-7.974;-0.271;-0.858;-0.150
2.625;0.567;-7.663;-0.670;-0.864;-0.156
2.630;0.418;-7.075;-0.603;-0.871;-0.163
2.635;0.475;-6.963;-0.497;-0.878;-0.169
2.640;0.497;-6.544;-0.354;-0.885;-0.175
2.645;0.278;-6.225;-0.510;-0.891;-0.181
2.650;0.411;-6.126;-0.664;-0.898;-0.187
2.655;0.402;-5.519;-0.852;-0.905;-0.194
2.660;0.451;-5.239;-0.814;-0.911;-0.200
2.665;0.121;-4.893;-0.821;-0.918;-0.206
2.670;0.549;-4.789;-0.785;-0.925;-0.212
2.675;0.260;-4.699;-1.079;-0.931;-0.218
2.680;0.304;-4.297;-1.147;-0.938;-0.224
2.685;0.342;-4.169;-1.041;-0.945;-0.230
2.690;0.274;-3.773;-1.002;-0.951;-0.236
2.695;0.512;-3.563;-1.338;-0.958;-0.243
2.700;0.333;-3.446;-1.276;-0.964;-0.249
2.705;0.468;-3.190;-1.518;-0.971;-0.255
2.710;0.411;-2.793;-1.431;-0.978;-0.261
2.715;0.690;-3.043;-1.065;-0.984;-0.267
2.720;0.341;-2.670;-1.583;-0.991;-0.273
2.725;0.334;-2.601;-1.471;-0.997;-0.279
2.730;0.321;-2.073;-1.594;-1.004;-0.285
2.735;0.245;-1.855;-1.741;-1.010;-0.291
2.740;0.307;-1.789;-1.702;-1.017;-0.297
2.745;0.538;-1.407;-1.731;-1.023;-0.303
2.750;0.252;-1.447;-1.787;-1.030;-0.309
2.755;0.265;-1.248;-1.946;-1.036;-0.315
2.760;0.174;-0.768;-1.991;-1.043;-0.321
2.765;0.308;-0.774;-1.867;-1.049;-0.327
2.770;0.239;-0.796;-1.864;-1.056;-0.333
2.775;0.009;-0.530;-2.280;-1.062;-0.339
2.780;0.182;-0.402;-1.934;-1.068;-0.345
2.785;0.213;-0.060;-2.028;-1.075;-0.351
2.790;0.468;-0.006;-2.156;-1.081;-0.356
